Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
74143232,2,09/03/2017 11:15:56 PM,09/03/2017 11:31:25 PM,2,2.96,1,N,161,148,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16
105476838,1,12/13/2017 7:06:10 AM,12/13/2017 7:11:40 AM,1,0.8,1,N,142,230,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
65221014,2,08/01/2017 6:09:45 PM,08/01/2017 6:14:05 PM,1,0.96,1,N,162,162,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3
85218699,1,10/10/2017 2:40:11 PM,10/10/2017 2:54:27 PM,4,1.9,1,N,144,68,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
66465797,2,08/05/2017 10:28:06 PM,08/05/2017 10:34:13 PM,4,0.97,1,N,43,43,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
68455717,2,08/13/2017 3:50:10 AM,08/13/2017 3:53:43 AM,2,0.95,1,N,68,246,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3
34401650,2,04/25/2017 10:20:43 PM,04/25/2017 10:25:28 PM,4,1.02,1,N,166,24,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
36762559,2,05/01/2017 9:42:27 AM,05/01/2017 9:47:29 AM,1,0.78,1,N,13,231,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
48053276,2,06/03/2017 6:55:02 PM,06/03/2017 7:03:22 PM,6,1.16,1,N,234,230,1,7.0,0.0,0.5,1.95,0.0,0.3,9.75
30892521,1,04/16/2017 2:43:35 AM,04/16/2017 3:04:48 AM,3,4.3,1,N,249,255,1,17.5,0.5,0.5,2.22,0.0,0.3,21.02
15158530,1,02/25/2017 1:04:27 PM,02/25/2017 1:15:41 PM,1,1.9,1,N,107,161,1,9.5,0.0,0.5,2.55,0.0,0.3,12.85
22166926,2,03/17/2017 10:00:41 PM,03/17/2017 10:22:57 PM,2,11.2,1,N,138,180,1,31.5,0.5,0.5,6.56,0.0,0.3,39.36
2661149,1,01/10/2017 9:06:58 PM,01/10/2017 9:13:20 PM,1,2.0,1,N,246,50,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
97134848,2,11/16/2017 9:31:00 AM,11/16/2017 9:43:17 AM,2,1.02,1,N,48,161,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
90957858,2,10/28/2017 4:16:54 AM,10/28/2017 4:33:06 AM,3,5.11,1,N,79,74,1,16.5,0.5,0.5,5.34,0.0,0.3,23.14
86230381,2,10/13/2017 3:48:39 PM,10/13/2017 3:56:17 PM,1,0.96,1,N,249,234,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
79283387,2,09/20/2017 11:46:44 PM,09/20/2017 11:54:08 PM,1,1.9,1,N,249,164,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
64344057,1,07/29/2017 1:27:34 PM,07/29/2017 1:36:28 PM,1,1.6,1,N,249,186,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8
74722231,1,09/06/2017 11:37:10 AM,09/06/2017 11:40:44 AM,1,0.4,1,N,140,140,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
81447972,1,09/28/2017 7:17:44 AM,09/28/2017 7:21:35 AM,1,0.9,1,N,237,162,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
69751803,2,08/18/2017 1:17:32 AM,08/18/2017 1:34:48 AM,1,4.96,1,N,114,257,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96
16215929,1,02/28/2017 6:02:05 PM,02/28/2017 6:13:30 PM,1,4.9,1,N,87,170,1,16.0,1.0,0.5,5.3,0.0,0.3,23.1
16416397,1,03/10/2017 6:31:50 PM,03/10/2017 6:58:46 PM,1,9.6,1,N,234,244,2,30.5,1.0,0.5,0.0,0.0,0.3,32.3
38609090,1,05/06/2017 2:54:22 PM,05/06/2017 3:19:17 PM,1,2.9,1,N,79,255,2,17.5,0.0,0.5,0.0,0.0,0.3,18.3
60107150,2,07/15/2017 12:28:27 AM,07/15/2017 12:37:09 AM,2,1.62,1,N,125,87,1,8.0,0.5,0.5,1.0,0.0,0.3,10.3
87475909,1,10/17/2017 2:29:39 PM,10/17/2017 3:00:14 PM,1,13.8,1,N,138,51,1,39.0,0.0,0.5,9.1,5.76,0.3,54.66
10038766,1,02/11/2017 7:09:12 PM,02/11/2017 7:32:20 PM,1,1.7,1,N,249,107,1,14.5,0.0,0.5,1.0,0.0,0.3,16.3
53636202,2,06/23/2017 7:53:53 PM,06/23/2017 8:00:57 PM,2,0.88,1,N,170,234,1,6.5,1.0,0.5,0.5,0.0,0.3,8.8
20414683,2,03/26/2017 8:06:55 PM,03/26/2017 8:14:43 PM,1,1.46,1,N,186,233,1,7.0,0.5,0.5,1.24,0.0,0.3,9.54
63683638,2,07/27/2017 10:10:04 AM,07/27/2017 10:23:13 AM,1,1.66,1,N,163,100,1,10.0,0.0,0.5,1.2,0.0,0.3,12.0
105056260,2,12/11/2017 8:04:27 PM,12/11/2017 8:16:10 PM,1,1.63,1,N,161,234,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96
97913057,1,11/18/2017 1:04:54 PM,11/18/2017 1:39:53 PM,1,10.0,1,N,230,138,1,34.5,0.0,0.5,7.05,0.0,0.3,42.35
22572601,2,03/18/2017 11:41:50 PM,03/18/2017 11:49:21 PM,1,1.42,1,N,113,68,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
